date,time_social_media,time_video_streaming,time_gaming,time_productivity,time_education,time_news,time_shopping,time_communication,time_other,compulsive_check_count,tab_switch_frequency,late_night_ratio,active_idle_ratio,avg_session_length_min,daily_goal,goal_alignment_score,mood_score,stress_score,sleep_quality,user_id,risk_score,risk_level
2026-06-15,61.8,49.1,17.1,48.2,114.3,21.8,7.9,27.6,7.8,46,17.28,0.513,0.692,4.0,relax,0.441,3.0,3.0,3.0,user_0006,0.794,critical
2026-06-16,80.0,51.1,19.5,78.9,180.3,21.8,15.7,26.5,12.6,18,17.58,0.104,0.417,5.1,study,0.633,3.0,3.0,3.0,user_0006,0.5671,high
2026-06-17,84.7,90.2,37.0,53.3,53.0,17.7,9.9,17.6,22.4,15,27.09,0.219,0.457,23.0,entertainment,0.666,1.0,3.0,4.0,user_0006,0.5731,high
2026-06-18,137.0,35.1,8.4,59.6,25.9,20.5,14.4,13.5,17.2,44,2.7,0.161,0.626,17.2,study,0.321,1.0,4.0,3.0,user_0006,0.8211,critical
2026-06-19,109.6,104.6,40.0,121.1,52.9,23.3,3.9,11.1,14.9,41,19.9,0.15,0.556,9.3,entertainment,0.594,3.0,4.0,2.0,user_0006,0.9433,critical
2026-06-20,112.4,82.7,42.9,171.8,112.5,27.1,16.4,37.0,13.9,13,4.07,0.335,0.719,7.0,work,0.544,3.0,4.0,3.0,user_0006,0.7314,high
2026-06-21,51.1,93.4,12.5,157.0,62.0,17.7,19.7,42.2,9.2,9,18.73,0.265,0.817,3.6,entertainment,0.418,3.0,3.0,3.0,user_0006,0.5776,high
2026-06-22,53.2,34.5,1.5,162.7,72.8,25.3,14.5,44.3,7.6,20,20.35,0.25,0.79,10.8,study,0.725,1.0,1.0,3.0,user_0006,0.4895,moderate
2026-06-23,25.9,64.3,12.4,94.3,174.0,6.0,6.7,28.2,12.8,30,15.83,0.186,0.83,4.7,study,0.723,3.0,3.0,4.0,user_0006,0.501,high
2026-06-24,44.6,50.9,39.2,141.4,42.4,26.0,7.1,16.5,21.6,23,11.12,0.105,0.462,6.4,entertainment,0.423,2.0,3.0,3.0,user_0006,0.6102,high
2026-06-25,67.1,40.4,9.5,27.1,96.7,7.2,0.1,39.8,24.1,40,10.87,0.557,0.431,14.9,entertainment,0.486,1.0,3.0,3.0,user_0006,0.7829,critical
2026-06-26,31.8,83.1,11.6,222.2,101.9,18.3,13.5,13.8,10.0,34,2.73,0.084,0.647,20.7,work,0.719,3.0,5.0,3.0,user_0006,0.6326,high
2026-06-27,66.5,48.6,22.0,104.2,52.8,28.6,7.8,19.4,22.6,32,6.46,0.084,0.724,6.7,study,0.534,2.0,3.0,3.0,user_0006,0.647,high
2026-06-28,76.2,34.0,30.5,87.9,107.9,24.7,11.2,15.8,14.9,23,16.23,0.126,0.777,12.9,relax,0.418,2.0,4.0,3.0,user_0006,0.6395,high
2026-06-29,88.0,20.1,0.4,89.5,132.2,8.7,8.5,26.8,22.2,10,5.84,0.318,0.511,3.7,entertainment,0.329,1.0,3.0,4.0,user_0006,0.482,moderate
2026-06-30,51.9,52.9,35.5,59.1,66.3,14.0,10.4,29.7,12.7,17,22.47,0.629,0.43,17.3,entertainment,0.528,2.0,4.0,3.0,user_0006,0.6943,high
2026-07-01,75.1,71.1,20.7,42.6,56.2,23.9,3.2,31.9,19.0,49,2.76,0.357,0.422,10.7,study,0.372,3.0,5.0,2.0,user_0006,0.919,critical
2026-05-03,94.1,51.1,15.2,153.1,124.4,20.7,2.8,21.5,20.6,24,3.7,0.275,0.612,11.5,work,0.634,1.0,4.0,3.0,user_0007,0.6687,high
2026-05-04,54.9,24.2,19.8,96.1,49.8,29.4,13.7,23.4,14.1,40,15.18,0.374,0.836,16.4,relax,0.404,2.0,4.0,3.0,user_0007,0.7462,high
2026-05-05,77.3,43.4,22.0,59.8,119.0,20.8,16.1,44.7,20.5,34,16.43,0.352,0.829,17.0,study,0.556,1.0,5.0,3.0,user_0007,0.7505,critical
2026-05-06,55.7,124.8,38.3,91.4,41.1,9.6,7.6,21.9,19.9,49,24.81,0.562,0.58,24.9,entertainment,0.623,2.0,4.0,3.0,user_0007,0.9022,critical
2026-05-07,125.9,56.3,27.0,163.3,119.5,13.8,3.3,33.7,18.6,12,28.7,0.083,0.673,21.3,study,0.575,1.0,4.0,4.0,user_0007,0.5528,high
2026-05-08,26.6,73.3,29.0,136.9,73.1,23.5,19.5,11.9,8.7,25,8.82,0.235,0.527,20.9,relax,0.38,3.0,4.0,3.0,user_0007,0.6564,high
2026-05-09,101.8,100.2,31.1,93.3,91.9,21.6,18.2,13.0,5.5,19,7.91,0.635,0.55,20.3,entertainment,0.557,3.0,4.0,3.0,user_0007,0.8222,critical
2026-05-10,52.6,15.5,4.0,88.1,121.0,22.8,6.3,44.8,7.6,33,25.59,0.423,0.805,13.4,study,0.744,2.0,3.0,3.0,user_0007,0.6126,high
2026-05-11,79.3,25.6,2.5,77.6,179.7,29.4,1.9,37.0,6.9,32,18.86,0.228,0.825,19.5,study,0.705,3.0,4.0,3.0,user_0007,0.6277,high
2026-05-12,29.6,107.4,36.4,118.4,96.9,12.4,12.6,20.0,6.4,33,9.57,0.299,0.781,16.6,relax,0.446,2.0,4.0,4.0,user_0007,0.6911,high
2026-05-13,136.1,61.3,13.3,227.2,26.6,24.3,18.8,31.3,22.1,26,8.24,0.424,0.476,9.8,work,0.546,2.0,5.0,3.0,user_0007,0.8082,critical
2026-05-14,101.3,41.1,12.0,139.6,154.3,25.1,2.1,40.6,6.7,41,3.9,0.346,0.57,16.2,study,0.655,2.0,3.0,3.0,user_0007,0.7626,critical
2026-05-15,23.7,43.9,23.9,127.7,122.8,16.5,5.0,17.5,15.9,30,3.0,0.293,0.667,9.1,work,0.733,3.0,4.0,4.0,user_0007,0.5266,high
2026-05-16,42.7,37.2,30.5,131.0,127.0,22.4,2.7,22.0,6.8,17,22.53,0.193,0.83,16.2,entertainment,0.3,1.0,3.0,4.0,user_0007,0.5041,high
2026-05-17,82.4,75.8,18.6,126.9,45.7,5.4,9.4,32.3,24.8,24,3.27,0.317,0.6,5.1,entertainment,0.506,2.0,4.0,3.0,user_0007,0.7149,high
2026-05-18,25.2,30.3,20.3,94.5,129.5,10.4,4.4,42.5,5.8,8,7.82,0.114,0.673,19.5,entertainment,0.253,4.0,3.0,2.0,user_0007,0.5391,high
2026-05-19,120.1,73.8,3.1,73.9,91.0,29.0,0.2,44.9,11.5,37,3.22,0.597,0.619,4.8,study,0.456,1.0,3.0,2.0,user_0007,0.9561,critical
2026-05-20,27.8,18.2,12.6,221.0,82.5,24.2,4.0,11.4,14.3,22,12.21,0.187,0.504,5.3,work,0.838,1.0,4.0,4.0,user_0007,0.3956,moderate
2026-05-21,42.7,51.3,12.6,37.9,170.1,18.4,19.7,27.7,17.4,32,3.31,0.141,0.584,7.9,study,0.661,1.0,4.0,4.0,user_0007,0.5338,high
2026-05-22,68.3,85.2,31.6,116.5,149.3,23.9,8.1,44.6,17.7,23,22.83,0.116,0.437,7.1,study,0.59,2.0,4.0,4.0,user_0007,0.5868,high
2026-05-23,86.7,81.4,20.1,70.9,17.4,18.3,6.0,34.4,14.6,23,26.23,0.465,0.415,3.7,entertainment,0.681,3.0,3.0,2.0,user_0007,0.7931,critical
2026-05-24,59.0,115.4,68.6,73.0,39.4,5.4,3.8,13.9,14.1,23,24.17,0.507,0.523,24.8,entertainment,0.684,3.0,3.0,2.0,user_0007,0.8765,critical
2026-05-25,49.4,60.4,36.5,133.8,31.3,21.8,4.8,15.7,20.0,33,28.57,0.4,0.739,13.1,study,0.53,1.0,4.0,3.0,user_0007,0.7492,high
2026-05-26,69.9,28.4,19.5,60.6,51.1,15.2,18.2,29.7,24.3,22,17.41,0.248,0.779,12.8,relax,0.513,2.0,3.0,4.0,user_0007,0.5269,high
2026-05-27,72.5,30.8,26.6,120.9,113.6,14.2,12.1,18.9,22.8,33,16.61,0.455,0.705,6.1,entertainment,0.356,3.0,4.0,4.0,user_0007,0.6955,high
2026-05-28,25.8,80.2,26.2,72.8,121.1,19.0,19.8,24.6,14.8,29,16.99,0.487,0.481,5.0,work,0.595,3.0,5.0,3.0,user_0007,0.721,high
2026-05-29,111.7,16.8,8.4,152.4,87.1,6.1,19.6,28.5,6.2,11,28.14,0.617,0.687,15.8,study,0.636,2.0,4.0,2.0,user_0007,0.7134,high
2026-05-30,37.9,17.3,8.9,237.5,44.9,20.2,17.1,22.1,6.4,6,17.71,0.242,0.591,8.1,work,0.815,2.0,4.0,3.0,user_0007,0.3939,moderate
2026-05-31,110.3,18.6,18.9,180.9,44.9,25.0,11.0,31.3,19.8,43,2.75,0.476,0.6,16.7,work,0.604,2.0,3.0,4.0,user_0007,0.7213,high
2026-06-01,58.9,59.0,24.3,137.2,18.6,24.9,12.5,36.8,9.0,18,14.15,0.255,0.42,23.1,work,0.523,1.0,3.0,3.0,user_0007,0.6046,high
2026-06-02,92.9,54.4,10.3,79.7,67.7,26.0,15.7,15.1,22.4,30,5.25,0.097,0.649,8.8,entertainment,0.517,3.0,4.0,4.0,user_0007,0.6034,high
2026-06-03,75.6,82.2,12.8,156.8,28.6,19.3,4.7,30.3,11.8,13,20.71,0.273,0.795,9.2,relax,0.479,3.0,2.0,3.0,user_0007,0.6045,high
2026-06-04,54.2,18.0,12.6,107.9,125.9,25.3,15.5,16.1,12.5,40,12.55,0.359,0.75,22.3,study,0.734,2.0,3.0,3.0,user_0007,0.6617,high
2026-06-05,71.2,40.4,14.6,41.4,71.1,15.5,7.7,20.9,10.6,25,16.83,0.26,0.761,12.2,relax,0.529,2.0,4.0,3.0,user_0007,0.6419,high
2026-06-06,127.3,44.2,17.1,144.2,51.2,19.0,2.5,24.9,19.7,18,17.09,0.356,0.486,3.8,work,0.509,2.0,5.0,3.0,user_0007,0.722,high
2026-06-07,144.8,134.9,59.5,106.6,41.3,28.2,16.9,16.4,13.9,52,26.63,0.097,0.568,8.4,entertainment,0.696,3.0,3.0,4.0,user_0007,0.8678,critical
2026-06-08,33.1,58.4,2.9,97.8,40.3,18.5,1.4,42.8,24.0,15,3.21,0.322,0.77,14.8,work,0.594,3.0,3.0,3.0,user_0007,0.521,high
2026-06-09,31.8,31.6,19.4,102.6,52.0,5.6,11.0,15.2,21.4,23,25.95,0.215,0.573,9.6,entertainment,0.349,3.0,3.0,3.0,user_0007,0.5756,high
2026-06-10,80.8,89.9,14.8,32.2,85.4,20.7,12.6,40.4,16.3,10,8.85,0.071,0.651,4.1,relax,0.612,1.0,2.0,3.0,user_0007,0.5396,high
2026-06-11,91.3,86.1,5.1,163.8,123.2,17.0,15.1,43.6,15.0,5,17.81,0.242,0.458,24.0,entertainment,0.389,3.0,5.0,4.0,user_0007,0.5384,high
2026-06-12,37.0,21.8,3.5,158.9,94.5,26.0,5.4,44.7,5.7,20,8.13,0.395,0.438,17.9,relax,0.198,2.0,4.0,2.0,user_0007,0.6792,high
2026-06-13,36.3,34.0,20.4,172.9,73.2,17.0,8.1,13.3,19.3,42,22.03,0.416,0.604,20.8,study,0.731,1.0,2.0,2.0,user_0007,0.7429,high
2026-06-14,110.9,57.9,11.6,133.3,102.8,27.3,2.0,22.5,20.7,28,10.79,0.16,0.614,11.3,work,0.567,2.0,4.0,3.0,user_0007,0.7039,high
2026-06-15,40.0,20.0,2.6,104.6,83.2,10.6,17.3,19.3,8.5,23,21.76,0.109,0.707,15.5,relax,0.25,1.0,3.0,3.0,user_0007,0.5391,high
2026-06-16,61.6,145.5,49.2,99.2,89.3,12.5,13.6,18.1,24.5,24,21.22,0.294,0.823,12.5,entertainment,0.576,2.0,3.0,1.0,user_0007,0.9354,critical
2026-06-17,156.2,153.0,17.1,89.6,21.0,26.4,3.8,25.4,21.3,37,33.35,0.292,0.711,4.8,entertainment,0.747,2.0,4.0,3.0,user_0007,0.9455,critical
2026-06-18,35.7,16.1,17.1,200.6,63.6,9.1,5.1,31.1,14.8,6,13.14,0.301,0.464,10.1,work,0.793,3.0,3.0,3.0,user_0007,0.406,moderate
2026-06-19,104.2,120.2,38.0,89.0,49.8,9.9,9.5,13.0,8.6,27,4.74,0.069,0.576,3.4,entertainment,0.654,2.0,4.0,3.0,user_0007,0.7674,critical
2026-06-20,57.8,50.4,34.7,157.6,28.6,18.4,10.3,32.0,16.9,42,7.98,0.374,0.51,12.7,study,0.566,1.0,4.0,3.0,user_0007,0.7791,critical
2026-06-21,60.6,27.5,6.2,94.4,96.3,23.0,8.8,33.8,15.1,29,8.4,0.115,0.428,22.2,work,0.669,4.0,3.0,3.0,user_0007,0.5581,high
2026-06-22,53.2,87.9,36.5,85.0,55.1,11.2,2.4,16.1,21.0,49,10.52,0.183,0.491,7.1,study,0.441,1.0,3.0,4.0,user_0007,0.7074,high
2026-06-23,105.3,63.6,4.3,52.3,48.7,12.1,13.5,28.8,14.8,26,7.27,0.421,0.544,17.1,study,0.368,1.0,3.0,3.0,user_0007,0.7552,critical
2026-06-24,43.7,25.2,15.7,79.3,46.8,17.0,18.0,34.9,6.7,30,20.81,0.272,0.695,14.4,study,0.598,2.0,3.0,4.0,user_0007,0.5234,high
2026-06-25,86.9,64.5,10.7,204.0,83.4,24.9,8.0,29.0,10.5,36,19.81,0.403,0.541,15.2,work,0.639,2.0,2.0,2.0,user_0007,0.8205,critical
2026-06-26,114.2,14.9,14.4,90.9,50.7,14.8,4.7,32.1,20.1,6,7.03,0.412,0.591,20.2,study,0.497,2.0,5.0,4.0,user_0007,0.5298,high
2026-06-27,64.0,49.3,32.9,109.4,150.6,15.0,17.6,32.0,6.1,28,12.68,0.307,0.667,21.3,study,0.64,2.0,3.0,2.0,user_0007,0.7451,high
2026-06-28,29.3,48.0,11.3,88.0,147.6,24.6,16.8,20.4,24.4,20,11.77,0.237,0.629,10.0,study,0.727,3.0,4.0,3.0,user_0007,0.5209,high
2026-06-29,35.4,38.8,5.8,64.5,125.9,19.9,12.8,40.7,15.5,21,4.94,0.215,0.727,3.5,work,0.704,3.0,3.0,4.0,user_0007,0.4276,moderate
2026-06-30,75.4,64.0,27.3,117.3,109.3,11.2,9.2,33.6,20.0,11,6.83,0.168,0.744,9.1,entertainment,0.424,4.0,2.0,2.0,user_0007,0.6521,high
2026-07-01,73.1,67.4,2.6,98.9,69.3,19.0,16.0,42.9,5.9,3,20.13,0.133,0.78,24.1,relax,0.46,3.0,3.0,4.0,user_0007,0.4146,moderate
2026-05-03,91.2,100.7,18.5,146.9,88.0,26.3,5.4,18.0,10.9,18,16.26,0.397,0.621,10.0,entertainment,0.473,2.0,5.0,4.0,user_0008,0.6791,high
2026-05-04,96.0,43.8,1.5,55.7,70.0,6.2,11.6,12.3,17.5,33,1.8,0.474,0.666,19.2,study,0.471,4.0,2.0,4.0,user_0008,0.6675,high
2026-05-05,81.4,33.8,16.6,182.1,48.2,17.3,17.6,37.3,17.6,32,9.12,0.509,0.486,7.6,work,0.636,2.0,4.0,4.0,user_0008,0.6602,high
2026-05-06,41.2,73.6,23.4,61.0,58.8,19.0,13.3,35.9,20.6,28,9.57,0.521,0.401,7.8,entertainment,0.536,4.0,3.0,4.0,user_0008,0.6409,high
2026-05-07,89.2,34.3,22.4,68.1,35.0,14.9,5.6,26.8,6.2,12,19.48,0.464,0.714,20.9,study,0.414,3.0,3.0,3.0,user_0008,0.6412,high
2026-05-08,20.1,27.5,24.4,166.1,19.1,8.8,13.9,18.3,12.6,8,11.28,0.379,0.567,10.5,work,0.72,3.0,3.0,3.0,user_0008,0.4495,moderate
2026-05-09,74.7,62.8,25.3,170.6,90.6,9.5,2.5,42.6,21.6,24,7.08,0.417,0.68,24.9,study,0.616,3.0,5.0,3.0,user_0008,0.7176,high
2026-05-10,66.4,77.9,6.8,55.6,133.6,20.4,7.4,11.0,8.9,18,13.76,0.246,0.436,13.5,entertainment,0.444,2.0,1.0,4.0,user_0008,0.5204,high
2026-05-11,54.4,96.7,9.1,61.1,18.4,5.9,8.4,37.4,7.1,25,27.15,0.167,0.596,18.7,entertainment,0.668,2.0,4.0,3.0,user_0008,0.6339,high
2026-05-12,112.3,92.3,19.8,106.6,121.4,24.6,2.1,36.2,18.2,42,27.89,0.575,0.43,14.3,relax,0.496,2.0,4.0,3.0,user_0008,0.9374,critical
2026-05-13,119.3,125.8,35.9,98.6,15.5,6.2,6.5,18.9,5.5,38,10.88,0.589,0.739,11.3,relax,0.711,2.0,4.0,2.0,user_0008,1.0,critical
2026-05-14,162.6,64.0,46.5,63.6,32.2,13.2,5.1,10.8,8.8,25,7.52,0.261,0.492,3.9,study,0.26,1.0,5.0,3.0,user_0008,0.8988,critical
2026-05-15,28.9,20.4,11.7,129.2,122.5,26.5,18.8,28.0,22.7,36,17.37,0.364,0.516,11.5,work,0.805,2.0,4.0,3.0,user_0008,0.6057,high
2026-05-16,54.3,39.9,27.3,52.2,163.0,25.6,3.9,12.5,5.2,21,3.33,0.094,0.698,12.0,study,0.639,2.0,4.0,3.0,user_0008,0.558,high
2026-05-17,25.7,52.1,26.2,112.3,42.5,29.6,10.6,30.6,11.7,8,13.32,0.459,0.509,8.6,study,0.598,2.0,5.0,3.0,user_0008,0.5501,high
2026-05-18,113.9,43.3,43.9,108.8,62.2,20.1,10.4,42.8,10.8,37,16.87,0.51,0.643,24.4,relax,0.54,3.0,3.0,3.0,user_0008,0.8666,critical
2026-05-19,108.4,56.9,24.3,86.2,27.9,5.7,6.4,42.6,6.8,14,15.92,0.564,0.509,18.1,study,0.376,2.0,5.0,4.0,user_0008,0.688,high
2026-05-20,68.3,55.4,0.5,182.7,48.5,24.8,6.6,23.7,5.1,10,13.57,0.2,0.414,17.1,study,0.651,3.0,3.0,3.0,user_0008,0.4959,moderate
2026-05-21,41.2,36.6,33.0,124.8,104.6,12.7,5.9,13.2,20.2,15,6.2,0.08,0.529,6.0,study,0.674,3.0,2.0,3.0,user_0008,0.4736,moderate
2026-05-22,55.8,35.3,2.1,62.0,83.2,8.1,17.1,18.2,14.0,17,4.0,0.308,0.807,5.6,study,0.609,2.0,4.0,4.0,user_0008,0.4692,moderate
2026-05-23,105.2,86.6,2.7,113.6,25.1,10.4,19.0,29.6,19.5,33,24.92,0.47,0.657,13.7,work,0.416,2.0,4.0,2.0,user_0008,0.9145,critical
2026-05-24,83.0,122.3,38.7,128.7,78.7,13.5,3.2,15.8,19.0,20,14.74,0.066,0.786,23.0,entertainment,0.541,3.0,3.0,3.0,user_0008,0.7013,high
2026-05-25,110.3,52.9,38.4,101.5,27.3,20.3,13.5,37.4,14.5,24,19.47,0.518,0.556,19.0,entertainment,0.61,2.0,3.0,4.0,user_0008,0.6994,high
2026-05-26,82.8,145.9,53.6,124.3,58.6,6.0,6.5,15.2,8.3,27,7.5,0.374,0.693,17.7,entertainment,0.607,2.0,2.0,3.0,user_0008,0.8418,critical
2026-05-27,35.5,61.6,41.7,37.1,31.3,17.4,0.8,34.4,23.6,39,24.98,0.126,0.847,13.8,entertainment,0.67,2.0,4.0,4.0,user_0008,0.6189,high
2026-05-28,130.9,27.8,20.2,170.7,55.6,10.8,18.8,41.1,23.7,11,4.93,0.366,0.684,11.4,study,0.559,2.0,3.0,3.0,user_0008,0.6386,high
2026-05-29,101.0,49.9,20.6,109.6,20.4,25.7,16.4,32.4,22.0,35,25.52,0.053,0.419,18.2,entertainment,0.569,3.0,4.0,4.0,user_0008,0.6387,high
2026-05-30,40.4,56.2,22.3,174.6,44.4,27.5,7.9,22.8,23.1,10,14.04,0.138,0.564,20.7,entertainment,0.352,3.0,2.0,3.0,user_0008,0.5092,high
2026-05-31,36.3,37.3,22.2,141.7,61.6,16.4,9.2,40.8,25.0,6,11.4,0.309,0.4,8.3,study,0.68,2.0,4.0,3.0,user_0008,0.4705,moderate
2026-06-01,108.6,71.7,7.2,167.7,49.2,17.0,1.4,14.1,21.8,8,22.56,0.515,0.63,9.6,work,0.536,2.0,2.0,4.0,user_0008,0.5696,high
2026-06-02,67.7,52.8,16.0,170.6,128.3,15.9,6.0,11.6,23.8,32,10.82,0.175,0.618,20.2,study,0.687,3.0,5.0,4.0,user_0008,0.592,high
2026-06-03,71.8,93.1,18.2,92.1,27.4,16.7,18.7,30.1,23.1,24,13.21,0.506,0.494,5.1,entertainment,0.605,2.0,4.0,3.0,user_0008,0.7473,high
2026-06-04,131.3,26.9,2.8,57.2,109.5,6.7,13.6,13.7,22.1,35,11.81,0.142,0.65,7.9,study,0.509,2.0,4.0,4.0,user_0008,0.6563,high
2026-06-05,31.6,35.3,27.0,71.1,55.6,18.4,17.9,13.6,19.4,47,24.82,0.575,0.777,22.7,relax,0.426,1.0,5.0,3.0,user_0008,0.7918,critical
2026-06-06,68.9,78.7,34.9,173.7,77.9,20.1,12.8,12.1,8.9,25,5.48,0.208,0.631,13.7,entertainment,0.42,4.0,5.0,3.0,user_0008,0.7313,high
2026-06-07,66.7,20.7,3.4,34.6,84.5,22.0,15.1,35.7,10.1,11,12.62,0.229,0.516,22.2,relax,0.432,4.0,4.0,4.0,user_0008,0.4407,moderate
2026-06-08,38.1,35.7,12.7,178.2,117.4,14.4,7.4,31.0,10.3,24,20.79,0.42,0.684,7.3,study,0.774,4.0,4.0,4.0,user_0008,0.5052,high
2026-06-09,62.2,46.7,22.5,64.8,72.3,16.0,5.1,19.0,6.2,28,15.8,0.094,0.644,10.1,study,0.511,3.0,2.0,3.0,user_0008,0.6077,high
2026-06-10,33.5,128.6,6.4,146.2,60.2,27.4,15.4,11.9,20.1,46,4.59,0.294,0.794,19.5,entertainment,0.449,4.0,4.0,4.0,user_0008,0.7179,high
2026-06-11,137.8,27.9,25.7,149.0,117.2,27.4,14.4,22.3,19.7,12,16.44,0.064,0.508,10.7,work,0.582,2.0,5.0,2.0,user_0008,0.6915,high
2026-06-12,48.9,75.8,12.3,165.3,162.6,10.6,15.5,12.0,12.7,13,19.35,0.067,0.695,4.4,study,0.705,3.0,3.0,3.0,user_0008,0.4911,moderate
2026-06-13,59.5,61.9,1.5,166.8,35.1,15.8,1.6,43.2,9.7,18,14.88,0.405,0.664,7.5,work,0.622,3.0,3.0,3.0,user_0008,0.5931,high
2026-06-14,91.4,52.3,29.6,110.4,115.0,8.2,8.2,39.6,6.1,25,17.7,0.393,0.477,4.9,study,0.565,3.0,4.0,4.0,user_0008,0.6563,high
2026-06-15,41.1,45.1,23.3,102.0,109.8,11.2,2.9,24.6,9.9,19,5.51,0.171,0.826,16.8,relax,0.341,1.0,4.0,3.0,user_0008,0.5891,high
2026-06-16,18.3,68.4,7.2,144.9,102.1,18.2,14.0,13.5,20.3,11,5.18,0.414,0.818,21.8,relax,0.276,2.0,3.0,3.0,user_0008,0.5618,high
2026-06-17,74.5,84.5,45.4,127.9,60.3,13.2,10.4,12.8,18.2,10,23.11,0.527,0.665,18.0,entertainment,0.521,2.0,3.0,3.0,user_0008,0.6997,high
2026-06-18,72.2,53.0,28.7,92.8,88.2,29.9,10.8,20.3,13.3,30,22.81,0.49,0.452,7.2,relax,0.459,1.0,4.0,2.0,user_0008,0.8478,critical
2026-06-19,56.8,148.1,45.3,32.3,46.5,12.8,6.4,35.8,18.2,13,23.24,0.545,0.432,20.2,entertainment,0.761,1.0,5.0,3.0,user_0008,0.7607,critical
2026-06-20,85.1,39.1,26.7,25.0,45.6,12.1,7.9,12.2,5.9,31,2.72,0.584,0.576,11.2,relax,0.681,2.0,3.0,2.0,user_0008,0.8283,critical
2026-06-21,81.1,33.4,36.3,132.1,131.8,27.2,12.8,17.3,13.8,39,8.22,0.555,0.46,7.3,study,0.636,2.0,5.0,2.0,user_0008,0.9058,critical
2026-06-22,79.7,125.6,1.4,157.2,76.4,16.5,14.3,20.0,5.7,30,23.54,0.314,0.614,24.9,entertainment,0.469,2.0,4.0,3.0,user_0008,0.7855,critical
2026-06-23,82.5,176.1,25.0,106.5,111.9,8.7,1.0,30.0,14.7,5,30.29,0.475,0.455,16.1,entertainment,0.565,2.0,5.0,3.0,user_0008,0.7622,critical
2026-06-24,106.0,60.0,60.8,76.3,27.1,11.2,16.7,39.9,12.8,29,16.55,0.473,0.528,6.4,entertainment,0.687,1.0,5.0,2.0,user_0008,0.9202,critical
2026-06-25,88.4,88.9,3.5,135.0,110.7,19.2,6.6,16.9,11.9,22,29.7,0.51,0.751,13.7,relax,0.424,1.0,4.0,2.0,user_0008,0.8339,critical
2026-06-26,80.6,81.6,38.3,191.7,114.5,18.0,1.4,37.3,19.0,29,19.32,0.486,0.63,14.5,work,0.604,2.0,3.0,3.0,user_0008,0.7911,critical
2026-06-27,63.6,164.8,51.2,69.8,38.5,19.3,9.7,18.2,6.7,45,6.92,0.597,0.688,12.5,entertainment,0.721,1.0,5.0,3.0,user_0008,0.9851,critical
2026-06-28,77.5,21.5,16.8,183.9,29.2,12.8,6.3,19.0,12.0,42,26.47,0.208,0.447,14.6,work,0.648,3.0,4.0,3.0,user_0008,0.6962,high
2026-06-29,55.0,92.7,4.3,134.5,141.2,23.9,16.7,31.0,15.8,25,22.52,0.059,0.41,3.1,study,0.645,3.0,3.0,4.0,user_0008,0.5144,high
2026-06-30,85.5,38.8,0.7,76.9,117.4,27.2,16.7,21.4,18.3,34,4.57,0.56,0.442,20.9,relax,0.391,1.0,5.0,2.0,user_0008,0.8709,critical
2026-07-01,43.7,39.7,46.0,38.3,95.0,27.1,6.5,27.7,6.0,39,5.79,0.748,0.738,11.1,relax,0.493,3.0,4.0,2.0,user_0008,0.9279,critical
2026-05-03,36.0,26.9,2.9,175.5,36.8,14.9,15.1,10.1,16.5,18,18.84,0.182,0.698,5.3,relax,0.237,3.0,3.0,3.0,user_0009,0.5291,high
2026-05-04,84.2,29.1,22.8,173.3,51.6,8.2,16.5,31.7,7.0,4,4.46,0.065,0.429,8.4,entertainment,0.377,3.0,3.0,3.0,user_0009,0.4945,moderate
2026-05-05,102.6,85.0,9.4,69.8,86.8,28.9,10.3,40.4,18.1,42,11.29,0.503,0.447,9.7,entertainment,0.557,2.0,4.0,3.0,user_0009,0.8742,critical
2026-05-06,95.3,100.5,47.7,93.7,103.8,29.1,9.1,17.6,10.9,43,2.59,0.407,0.483,19.2,entertainment,0.552,2.0,4.0,4.0,user_0009,0.8443,critical
2026-05-07,40.5,69.3,42.3,73.0,68.8,29.8,8.6,36.8,16.3,43,28.95,0.194,0.754,8.1,work,0.483,1.0,3.0,4.0,user_0009,0.6729,high
2026-05-08,107.0,124.6,10.6,48.7,54.0,21.8,10.9,34.3,13.8,46,31.01,0.15,0.434,18.9,entertainment,0.702,4.0,5.0,2.0,user_0009,0.9147,critical
2026-05-09,64.7,24.2,13.7,54.3,155.7,23.4,9.7,42.1,18.6,10,11.72,0.548,0.784,19.5,study,0.672,3.0,4.0,3.0,user_0009,0.5621,high
2026-05-10,56.0,33.1,25.2,48.6,101.8,24.3,18.5,17.2,18.8,11,9.11,0.349,0.719,17.0,relax,0.432,3.0,3.0,2.0,user_0009,0.6377,high
2026-05-11,89.4,70.1,8.5,133.0,106.6,18.0,5.3,27.4,17.0,7,6.55,0.335,0.558,15.9,work,0.588,2.0,3.0,3.0,user_0009,0.5758,high
2026-05-12,73.3,109.5,35.3,151.1,76.0,26.6,4.3,37.4,8.9,10,5.18,0.281,0.755,9.2,entertainment,0.49,2.0,5.0,4.0,user_0009,0.6111,high
2026-05-13,66.8,31.8,6.8,81.1,81.2,26.3,11.3,15.5,5.9,27,10.36,0.169,0.676,15.9,study,0.606,2.0,2.0,3.0,user_0009,0.5693,high
2026-05-14,112.5,21.9,31.9,115.0,120.0,28.5,8.7,30.2,23.2,36,10.33,0.306,0.792,16.6,entertainment,0.414,3.0,3.0,3.0,user_0009,0.7882,critical
